,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
3531,0.699052,45000000,165184237,The Muppets,Amy Adams,James Bobin,103,Comedy,Walt Disney Pictures,328,6.4,2011,Tuesday,November,Fall
3533,0.687144,9500000,120000,Trust,Clive Owen,David Schwimmer,104,Crime,Nu Image Films,164,6.5,2011,Friday,April,Spring
3539,0.661177999999999,40000000,45735397,Arthur,Russell Brand,Jason Winer,110,Comedy,Warner Bros.,180,5.3,2011,Friday,April,Spring
3543,0.658095,25000000,27122040,The Eagle,Channing Tatum,Kevin Macdonald,114,Adventure,Toledo Productions,252,5.9,2011,Tuesday,February,Winter
3547,0.626306,15000000,868439,W.E.,Abbie Cornish,Madonna,119,Drama,IM Global,43,5.8,2011,Thursday,September,Fall
3553,0.604152,750000,78396,The Innkeepers,Sara Paxton,Ti West,102,Horror,Glass Eye Pix,104,5.2,2011,Thursday,December,Winter
3554,0.601594,8000000,163265,Restless,Mia Wasikowska,Gus Van Sant,91,Drama,Columbia Pictures,93,6.3,2011,Friday,September,Fall
3558,0.588821,35000000,84606030,J. Edgar,Leonardo DiCaprio,Clint Eastwood,137,Drama,Imagine Entertainment,428,5.8,2011,Wednesday,November,Fall
3559,0.587044999999999,30000000,108609310,Sanctum,Ioan Gruffudd,Alister Grierson,108,Action,Universal Pictures,193,5.7,2011,Thursday,February,Winter
3561,0.58425,24000000,30551495,I Don't Know How She Does It,Sarah Jessica Parker,Douglas McGrath,89,Comedy,The Weinstein Company,94,5.2,2011,Friday,September,Fall
3562,0.580693999999999,15000000,27462041,A Dangerous Method,Keira Knightley,David Cronenberg,99,Drama,Recorded Pictures Company,308,5.9,2011,Friday,September,Fall
3563,0.578282,18000000,47088990,Soul Surfer,AnnaSophia Robb,Sean McNamara,106,Action,Mandalay Pictures,225,6.9,2011,Friday,April,Spring
3564,0.570978,28000000,40547440,30 Minutes or Less,Jesse Eisenberg,Ruben Fleischer,83,Action,Columbia Pictures,337,5.5,2011,Thursday,August,Summer
3566,0.566856,30000000,13521829,Hoodwinked Too! Hood VS. Evil,Hayden Panettiere,Mike Disa,86,Comedy,HW Two,86,4.9,2011,Friday,April,Spring
3576,0.530139,38000000,114156230,Water for Elephants,Robert Pattinson,Francis Lawrence,120,Drama,Ingenious Media,558,6.7,2011,Tuesday,March,Spring
3577,0.528255,50000000,38502340,Dream House,Daniel Craig,Jim Sheridan,92,Drama,Cliffjack Motion Pictures,235,5.9,2011,Friday,September,Fall
3581,0.5204300000000001,1,1378,"Love, Wedding, Marriage",Mandy Moore,Dermot Mulroney,90,Comedy,120dB Films,55,5.3,2011,Friday,June,Summer
3583,0.512775,12000000,972512,Rampart,Woody Harrelson,Oren Moverman,108,Crime,Lightstream Pictures,63,5.2,2011,Saturday,December,Winter
3585,0.509532,5000000,3099314,Take Shelter,Michael Shannon,Jeff Nichols,120,Thriller,Hydraulx,248,6.9,2011,Friday,November,Fall
3586,0.506031,8000000,10130000,Prom,Aimee Teegarden,Joe Nussbaum,104,Comedy,Walt Disney Pictures,78,5.8,2011,Friday,April,Spring
3589,0.49518,4317946,14624826,Pina,Regina Advento,Wim Wenders,106,Documentary,Neue Road Movies,48,7.2,2011,Thursday,February,Winter
3595,0.48794499999999996,1000000,34522221,Courageous,Alex Kendrick,Alex Kendrick,129,Drama,TriStar Pictures,51,6.7,2011,Friday,September,Fall
3601,0.482368,10000000,3665069,Killer Joe,Matthew McConaughey,William Friedkin,102,Drama,Voltage pictures,196,6.3,2011,Saturday,September,Fall
3604,0.475663,32000000,83615414,"Big Mommas: Like Father, Like Son",Portia Doubleday,John Whitesell,107,Crime,Twentieth Century Fox Film Corporation,223,5.4,2011,Wednesday,February,Winter
3608,0.46351000000000003,93,2500000,From Prada to Nada,Camilla Belle,Angel Gracia,107,Comedy,Lewis Gilbert Productions,47,5.2,2011,Friday,January,Winter
3610,0.45555500000000004,37000000,95404397,Dolphin Tale,Morgan Freeman,Charles Martin Smith,113,Drama,Alcon Entertainment,103,6.6,2011,Friday,September,Fall
3615,0.44615,29000000,33662874,Xin shao lin si,Andy Lau,Benny Chan,131,Action,Emperor Motion Pictures,59,6.4,2011,Thursday,January,Winter
3619,0.436803,125000000,626137675,Fast Five,Vin Diesel,Justin Lin,130,Action,Universal Pictures,1591,7.1,2011,Wednesday,April,Spring
3623,0.43132,10000000,303877,In the Land of Blood and Honey,Zana MarjanoviÄ‡,Angelina Jolie,127,Drama,FilmDistrict,31,6.6,2011,Friday,December,Winter
3628,0.423412,6600000,37710610,Jumping the Broom,Paula Patton,Salim Akil,112,Comedy,TriStar Pictures,37,6.3,2011,Friday,May,Spring
3636,0.41462899999999997,8000000,100915,Wuthering Heights,Kaya Scodelario,Andrea Arnold,129,Drama,Ecosse Films,36,5.6,2011,Monday,September,Fall
3639,0.5245270000000001,125000,3200000,Your Sister's Sister,Mark Duplass,Lynn Shelton,90,Drama,Ada Films,96,6.3,2011,Sunday,September,Fall
3643,0.410207,10831173,10654385,Win Win,Paul Giamatti,Tom McCarthy,106,Drama,Fox Searchlight Pictures,87,6.8,2011,Friday,March,Spring
3659,0.372627,930000,30905,L!fe Happens,Krysten Ritter,Kat Coiro,100,Comedy,Stardust Pictures,47,5.2,2011,Saturday,June,Summer
3661,0.37054000000000004,13000000,114956699,The Iron Lady,Meryl Streep,Phyllida Lloyd,105,History,UK Film Council,333,6.2,2011,Friday,December,Winter
3674,0.352084,4000000,253899,The Music Never Stopped,J.K. Simmons,Jim Kohlberg,105,Drama,Mr. Tamborine Man,31,7.3,2011,Friday,March,Spring
3680,0.339565,28000000,10126458,Shark Night,Sara Paxton,David R. Ellis,91,Horror,Incentive Filmed Entertainment,74,5.1,2011,Friday,September,Fall
3685,0.567753,3000000,672648,Hobo with a Shotgun,Rutger Hauer,Jason Eisener,86,Action,Rhombus Media,84,5.8,2011,Friday,May,Spring
3691,0.318142,15000000,4627375,Atlas Shrugged Part I,Taylor Schilling,Paul Johansson,97,Drama,Atlas Productions,37,4.8,2011,Thursday,April,Spring
3717,0.283696,8000000,5634828,Albert Nobbs,Glenn Close,Rodrigo GarcÃ­a,113,Drama,Chrysalis Films,68,6.1,2011,Wednesday,December,Winter
3755,0.243777,8000,469947,Weekend,Tom Cullen,Andrew Haigh,96,Drama,EM Media,96,7.4,2011,Thursday,September,Fall
3766,0.226575,13000000,98441954,Justin Bieber: Never Say Never,Justin Bieber,Jon M. Chu,105,Documentary,Insurge Pictures,90,5.3,2011,Friday,February,Winter
3785,0.19528299999999998,17000,101236,Bellflower,Evan Glodell,Evan Glodell,106,Action,Coatwolf Productions,24,6.7,2011,Saturday,April,Spring
3798,0.181427,45202,225861,Life in a Day,Cindy Baer,Kevin Macdonald|Zillah Bowes,95,Documentary,Scott Free Productions,58,7.3,2011,Thursday,January,Winter
3801,0.16451500000000002,160000000,344420111,X-Men: First Class,James McAvoy,Matthew Vaughn,132,Action,Ingenious Film Partners,3651,7.0,2011,Tuesday,May,Spring
3911,8.095275,79000000,926287400,The Lord of the Rings: The Two Towers,Elijah Wood,Peter Jackson,179,Adventure,WingNut Films,5114,7.8,2002,Wednesday,December,Winter
3913,4.4675129999999905,59000000,383257136,Ice Age,Ray Romano,Chris Wedge|Carlos Saldanha,81,Animation,Twentieth Century Fox Film Corporation,2270,6.9,2002,Sunday,March,Spring
3914,3.628943,60000000,214034224,The Bourne Identity,Matt Damon,Doug Liman,119,Action,Universal Pictures,2601,7.1,2002,Friday,June,Summer
3915,3.3266459999999998,33000000,102441078,Resident Evil,Milla Jovovich,Paul W.S. Anderson,100,Horror,Impact Pictures,1265,6.3,2002,Friday,March,Spring
3916,3.241129,139000000,821708551,Spider-Man,Tobey Maguire,Sam Raimi,121,Fantasy,Columbia Pictures,3170,6.6,2002,Wednesday,May,Spring
3917,3.128314,120000000,649398328,Star Wars: Episode II - Attack of the Clones,Ewan McGregor,George Lucas,142,Adventure,Lucasfilm,2549,6.4,2002,Wednesday,May,Spring
3919,2.388226,140000000,441818803,Men in Black II,Tommy Lee Jones,Barry Sonnenfeld,88,Action,Columbia Pictures,1950,5.9,2002,Wednesday,July,Summer
3920,2.364204,35000000,120072577,The Pianist,Adrien Brody,Roman Polanski,150,Drama,Bac Films,938,7.9,2002,Tuesday,September,Fall
3929,1.778527,54000000,155010032,Blade II,Wesley Snipes,Guillermo del Toro,117,Science Fiction,New Line Cinema,961,6.1,2002,Friday,March,Spring
3930,1.75153,100000000,193772504,Gangs of New York,Leonardo DiCaprio,Martin Scorsese,167,Drama,Miramax Films,1068,6.9,2002,Saturday,December,Winter
3931,1.694723,48000000,196397415,Panic Room,Jodie Foster,David Fincher,112,Crime,Columbia Pictures Corporation,670,6.4,2002,Friday,March,Spring
3934,1.558805,41000000,215000000,8 Mile,Eminem,Curtis Hanson,110,Drama,Imagine Entertainment,944,6.7,2002,Friday,November,Fall
3936,1.496493,3500159,76578641,Bend It Like Beckham,Parminder Nagra,Gurinder Chadha,112,Comedy,Fox Searchlight Pictures,309,6.0,2002,Thursday,April,Spring
3942,1.297822,11000000,41227069,A Walk to Remember,Mandy Moore,Adam Shankman,101,Drama,Pandora Pictures,582,7.3,2002,Friday,January,Winter
3944,1.263507,27000000,129000000,About a Boy,Hugh Grant,Chris Weitz|Paul Weitz,101,Drama,Universal Pictures,361,6.4,2002,Friday,April,Spring
3946,1.216798,85000000,78382433,Collateral Damage,Arnold Schwarzenegger,Andrew Davis,108,Action,David Foster Productions,242,5.5,2002,Wednesday,February,Winter
3953,1.15929,63000000,296633907,Austin Powers in Goldmember,Mike Myers,Jay Roach,94,Science Fiction,New Line Cinema,557,5.9,2002,Friday,July,Summer
3962,1.025158,60000000,165333180,The Scorpion King,Dwayne Johnson,Chuck Russell,92,Action,Universal Pictures,420,5.2,2002,Tuesday,April,Spring
3964,1.0057719999999999,4000000,35564473,Bowling for Columbine,Michael Moore,Michael Moore,120,Documentary,Alliance Atlantis Communications,235,7.2,2002,Wednesday,October,Fall
3968,0.958182,68,193,The Sum of All Fears,Ben Affleck,Phil Alden Robinson,124,Thriller,Paramount Pictures,256,5.7,2002,Friday,May,Spring
3975,0.898884,19000000,32801173,Adaptation.,Nicolas Cage,Spike Jonze,114,Comedy,Columbia Pictures,319,7.2,2002,Friday,December,Winter
3979,0.875246999999999,80000000,123729176,The Time Machine,Guy Pearce,Simon Wells,96,Science Fiction,DreamWorks SKG,341,5.6,2002,Monday,March,Spring
3981,0.821206,43000000,68696770,The Sweetest Thing,Cameron Diaz,Roger Kumble,84,Romance,Konrad Pictures,164,5.4,2002,Friday,April,Spring
4014,0.570851,85000000,77741732,Showtime,Robert De Niro,Tom Dey,95,Action,Village Roadshow Pictures,148,5.2,2002,Thursday,March,Spring
4180,4.7826879999999905,45000000,788241776,The Lion King,Jonathan Taylor Thomas,Roger Allers|Rob Minkoff,89,Family,Walt Disney Pictures,3489,7.7,1994,Thursday,June,Summer
4192,1.297355,27000,3151130,Clerks,Brian O'Halloran,Kevin Smith,92,Comedy,Miramax Films,383,7.2,1994,Tuesday,September,Fall
4197,1.23287099999999,6000000,254700832,Four Weddings and a Funeral,Hugh Grant,Mike Newell,117,Comedy,Channel Four Films,319,6.5,1994,Wednesday,March,Spring
4213,0.8340290000000001,5000000,3049135,Heavenly Creatures,Melanie Lynskey,Peter Jackson,99,Drama,WingNut Films,149,6.6,1994,Friday,September,Fall
4244,0.536193,15000000,11300653,PrÃªt-Ã -Porter,Marcello Mastroianni,Robert Altman,133,Drama,Miramax Films,16,6.0,1994,Friday,December,Winter
4361,7.637767,220000000,1519557910,The Avengers,Robert Downey Jr.,Joss Whedon,143,Science Fiction,Marvel Studios,8903,7.3,2012,Wednesday,April,Spring
4362,7.031452000000001,70000000,132400000,Underworld: Awakening,Kate Beckinsale,MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein,88,Fantasy,Lakeshore Entertainment,1426,6.0,2012,Thursday,January,Winter
4363,6.591277000000001,250000000,1081041287,The Dark Knight Rises,Christian Bale,Christopher Nolan,165,Action,Legendary Pictures,6723,7.5,2012,Monday,July,Summer
4364,5.944518,100000000,425368238,Django Unchained,Jamie Foxx,Quentin Tarantino,165,Drama,Columbia Pictures,7375,7.7,2012,Tuesday,December,Winter
4365,5.603587,200000000,1108561013,Skyfall,Daniel Craig,Sam Mendes,143,Action,Columbia Pictures,6137,6.8,2012,Thursday,October,Fall
4366,4.611854,130000000,276572938,The Bourne Legacy,Jeremy Renner,Tony Gilroy,120,Action,Universal Pictures,2086,5.9,2012,Wednesday,August,Summer
4367,4.218933,250000000,1017003568,The Hobbit: An Unexpected Journey,Ian McKellen,Peter Jackson,169,Adventure,WingNut Films,6417,6.9,2012,Monday,November,Fall
4368,4.008188,130000000,403170142,Prometheus,Noomi Rapace,Ridley Scott,124,Science Fiction,Twentieth Century Fox Film Corporation,3559,6.2,2012,Wednesday,May,Spring
4369,3.931139,21000000,205738714,Silver Linings Playbook,Bradley Cooper,David O. Russell,122,Drama,The Weinstein Company,3317,6.9,2012,Saturday,September,Fall
4370,3.7026470000000002,215000000,752215857,The Amazing Spider-Man,Andrew Garfield,Marc Webb,136,Action,Columbia Pictures,4837,6.4,2012,Wednesday,June,Summer
4371,3.6267410000000004,185000000,538983207,Brave,Kelly Macdonald,Mark Andrews|Steve Purcell|Brenda Chapman,93,Animation,Walt Disney Pictures,3206,6.6,2012,Thursday,June,Summer
4372,3.335603,170000000,396600000,Snow White and the Huntsman,Kristen Stewart,Rupert Sanders,127,Adventure,Universal Pictures,2152,5.7,2012,Wednesday,May,Spring
4373,3.151021,42000000,201585328,21 Jump Street,Channing Tatum,Phil Lord|Christopher Miller,109,Action,Columbia Pictures,3015,6.7,2012,Monday,March,Spring
4374,3.1400799999999998,120000000,609016565,Life of Pi,Suraj Sharma,Ang Lee,127,Adventure,Ingenious Film Partners,4338,7.1,2012,Tuesday,November,Fall
4375,3.135776,95000000,877244782,Ice Age: Continental Drift,John Leguizamo,Steve Martino|Mike Thurmeier,88,Animation,Blue Sky Studios,1920,6.2,2012,Tuesday,June,Summer
4376,2.990114,50000000,549368315,Ted,Mark Wahlberg,Seth MacFarlane,106,Comedy,Universal Pictures,3199,6.4,2012,Friday,June,Summer
4377,2.944554,60000000,218340595,Jack Reacher,Tom Cruise,Christopher McQuarrie,130,Crime,Paramount Pictures,2281,6.2,2012,Thursday,December,Winter
4378,2.892625,42000000,180274123,Lo imposible,Naomi Watts,Juan Antonio Bayona,113,Drama,Summit Entertainment,1310,6.8,2012,Sunday,September,Fall
4379,2.858742,165000000,471222889,Wreck-It Ralph,John C. Reilly,Rich Moore,108,Family,Walt Disney Animation Studios,3492,7.0,2012,Thursday,November,Fall
4380,2.6231430000000002,17000000,115350426,Pitch Perfect,Anna Kendrick,Jason Moore,112,Comedy,Brownstone Productions,1540,7.2,2012,Friday,September,Fall
4381,2.592896,225000000,624026776,Men in Black 3,Will Smith,Barry Sonnenfeld,106,Action,Amblin Entertainment,3142,6.1,2012,Wednesday,May,Spring
4382,2.5710990000000002,75000000,691210692,The Hunger Games,Jennifer Lawrence,Gary Ross,142,Science Fiction,Lionsgate,7080,6.7,2012,Monday,March,Spring
4383,2.5701009999999997,125000000,198802074,Total Recall,Colin Farrell,Len Wiseman,121,Action,Columbia Pictures,1872,5.8,2012,Thursday,August,Summer
4384,2.4783720000000002,102000000,130482868,Cloud Atlas,Tom Hanks,Lilly Wachowski|Lana Wachowski|Tom Tykwer,172,Drama,Anarchos Productions,2162,6.5,2012,Friday,October,Fall
4385,2.415046,100000000,312573423,The Expendables 2,Sylvester Stallone,Simon West,103,Action,Nu Image Films,2218,6.0,2012,Wednesday,August,Summer
4387,2.092701,150000000,245527149,Dark Shadows,Johnny Depp,Tim Burton,113,Comedy,Village Roadshow Pictures,1434,5.6,2012,Tuesday,May,Spring
4388,2.046884,13000000,33400000,The Perks of Being a Wallflower,Logan Lerman,Stephen Chbosky,102,Drama,Summit Entertainment,1727,7.6,2012,Thursday,September,Fall
4389,2.003232,44500000,232324128,Argo,Ben Affleck,Ben Affleck,120,Drama,GK Films,2485,7.0,2012,Thursday,October,Fall
4390,1.9795310000000002,50000000,234989584,American Reunion,Jason Biggs,Jon Hurwitz|Hayden Schlossberg,113,Comedy,Universal Pictures,1180,6.0,2012,Wednesday,April,Spring
4391,1.9746720000000002,7000000,167221571,Magic Mike,Channing Tatum,Steven Soderbergh,110,Drama,Nick Wechsler Productions,664,6.1,2012,Thursday,June,Summer
4392,1.832955,30000000,66486080,The Cabin in the Woods,Kristen Connolly,Drew Goddard,95,Horror,Lionsgate,1403,6.5,2012,Thursday,April,Spring
4393,1.8324340000000001,145000000,306941670,Rise of the Guardians,Chris Pine,Peter Ramsey,97,Fantasy,DreamWorks Animation,1272,6.9,2012,Wednesday,November,Fall
4395,1.814197,79000000,355692760,Journey 2: The Mysterious Island,Dwayne Johnson,Brad Peyton,94,Adventure,New Line Cinema,601,5.8,2012,Thursday,January,Winter
4397,1.76105,30000000,40346186,Safe,Jason Statham,Boaz Yakin,94,Action,Lawrence Bender Productions,556,6.2,2012,Monday,April,Spring
4402,1.661091,16000000,68263166,Moonrise Kingdom,Bruce Willis,Wes Anderson,94,Comedy,Scott Rudin Productions,976,7.6,2012,Wednesday,May,Spring
4404,1.6539240000000002,50000000,41037742,Dredd,Karl Urban,Pete Travis,95,Action,DNA Films,1350,6.5,2012,Friday,September,Fall
4409,1.608797,61000000,441809770,Les MisÃ©rables,Hugh Jackman,Tom Hooper,157,Drama,Universal Pictures,1278,7.0,2012,Tuesday,December,Winter
4411,1.588457,260000000,284139100,John Carter,Taylor Kitsch,Andrew Stanton,132,Action,Walt Disney Pictures,1479,6.0,2012,Wednesday,March,Spring
4412,1.58709,30000000,47042000,Looper,Joseph Gordon-Levitt,Rian Johnson,118,Action,Endgame Entertainment,3542,6.5,2012,Wednesday,September,Fall
4414,1.554441,40000000,132820716,Zero Dark Thirty,Jessica Chastain,Kathryn Bigelow,157,Thriller,Columbia Pictures,1240,6.5,2012,Wednesday,December,Winter
4415,1.517201,23000000,33372606,Haywire,Gina Carano,Steven Soderbergh,93,Thriller,Irish Film Board,339,5.5,2012,Wednesday,January,Winter
4416,1.5073370000000001,150000000,301000000,Wrath of the Titans,Sam Worthington,Jonathan Liebesman,99,Adventure,Legendary Pictures,1011,5.5,2012,Tuesday,March,Spring
4419,1.436895,12000000,81272766,Act of Valor,Roselyn SÃ¡nchez,Mike McCoy|Scott Waugh,110,Action,Relativity Media,328,6.3,2012,Friday,February,Winter
4420,1.418764,85000000,358375603,Hotel Transylvania,Adam Sandler,Genndy Tartakovsky,91,Animation,Columbia Pictures,1706,6.7,2012,Thursday,September,Fall
4426,1.306241,40000000,79700000,What to Expect When You're Expecting,Cameron Diaz,Kirk Jones,110,Romance,Alcon Entertainment,389,5.7,2012,Thursday,May,Spring
4427,1.291798,65000000,179379533,The Dictator,Sacha Baron Cohen,Larry Charles,83,Comedy,Paramount Pictures,1159,5.9,2012,Tuesday,May,Spring
4428,1.272901,7500000,8135031,Iron Sky,Julia Dietze,Timo Vuorensola,93,Action,Blind Spot Pictures Oy,343,5.5,2012,Saturday,March,Spring
4431,1.252392,25000000,63100000,Contraband,Mark Wahlberg,Baltasar KormÃ¡kur,109,Thriller,Universal Pictures,549,6.1,2012,Thursday,January,Winter
4435,1.178045,26000000,53676580,Lawless,Shia LaBeouf,John Hillcoat,115,Crime,The Weinstein Company,656,6.7,2012,Wednesday,August,Summer
4438,1.161624,75000000,59418613,Rock of Ages,Tom Cruise,Adam Shankman,123,Comedy,New Line Cinema,240,5.9,2012,Wednesday,June,Summer
4443,1.113113,60000000,118338361,The Pirates! In an Adventure with Scientists!,Hugh Grant,Peter Lord|Jeff Newitt,88,Animation,Columbia Pictures,262,6.4,2012,Monday,March,Spring
4446,1.095479,30000000,53909751,The Five-Year Engagement,Emily Blunt,Nicholas Stoller,124,Comedy,Universal Pictures,319,5.6,2012,Friday,April,Spring
4447,1.09533899999999,35000000,88058786,This Is 40,Paul Rudd,Judd Apatow,134,Comedy,Apatow Productions,693,5.5,2012,Thursday,December,Winter
4448,1.068764,20000000,32204030,Lockout,Guy Pearce,Stephen St. Leger|James Mather,95,Action,Canal+,488,5.8,2012,Thursday,April,Spring
4449,1.055188,35000000,24159934,Wanderlust,Paul Rudd,David Wain,98,Comedy,Relativity Media,250,5.2,2012,Friday,February,Winter
4450,1.049943,17000000,127730736,The Woman in Black,Daniel Radcliffe,James Watkins,95,Drama,Hammer Film Productions,695,6.1,2012,Wednesday,February,Winter
4451,1.046157,39000000,81491068,Frankenweenie,Charlie Tahan,Tim Burton,87,Animation,Walt Disney Pictures,589,6.5,2012,Thursday,October,Fall
4452,1.0201040000000001,70000000,58058367,That's My Boy,Adam Sandler,Sean Anders,116,Comedy,Columbia Pictures,297,5.6,2012,Thursday,June,Summer
4453,1.01404,85000000,208076205,Safe House,Denzel Washington,Daniel Espinosa,115,Action,Universal Pictures,992,6.2,2012,Thursday,February,Winter
4454,0.998625,45000000,47000000,Savages,Blake Lively,Oliver Stone,131,Crime,Ixtlan,516,6.2,2012,Friday,July,Summer
4459,0.95865,42000000,46221189,Man on a Ledge,Sam Worthington,Asger Leth,102,Action,Summit Entertainment,590,6.2,2012,Friday,January,Winter
4460,0.958518,15000000,19422261,Seven Psychopaths,Colin Farrell,Martin McDonagh,110,Comedy,Blueprint Pictures,773,6.6,2012,Friday,September,Fall
4461,0.953111,40000000,24719215,Big Miracle,Drew Barrymore,Ken Kwapis,107,Adventure,Universal Pictures,109,6.5,2012,Thursday,February,Winter
4465,0.903283,10000000,3428048,Disconnect,Jason Bateman,Henry Alex Rubin,115,Drama,Lionsgate,302,6.7,2012,Tuesday,September,Fall
4467,0.8924719999999989,5000000,8493728,Piranha 3DD,Danielle Panabaker,John Gulager,83,Horror,Dimension Films,176,4.2,2012,Friday,May,Spring
4471,0.836457,15000000,37930465,Killing Them Softly,Brad Pitt,Andrew Dominik,97,Crime,Plan B Entertainment,480,5.7,2012,Thursday,September,Fall
4478,0.7995899999999989,65000000,44806783,Red Dawn,Chris Hemsworth,Dan Bradley,93,War,Contrafilm,404,5.3,2012,Wednesday,November,Fall
4480,0.784114,30000000,54819301,The Three Stooges,Sean Hayes,Bobby Farrelly|Peter Farrelly,92,Comedy,Wessler Entertainment,82,4.9,2012,Friday,April,Spring
4488,0.736973,40000000,22044277,A Thousand Words,Eddie Murphy,Brian Robbins,91,Drama,Paramount Pictures,230,5.8,2012,Wednesday,March,Spring
4499,0.672243,40000000,36893721,One for the Money,Katherine Heigl,Julie Anne Robinson,91,Action,Lakeshore Entertainment,271,5.2,2012,Thursday,January,Winter
4505,0.646413,60000000,107139399,ParaNorman,Kodi Smit-McPhee,Sam Fell|Chris Butler,90,Family,Focus Features,549,6.6,2012,Friday,August,Summer
4511,0.628612,12000000,9622846,For Greater Glory - The True Story of Cristiada,Eva Longoria,Dean Wright,145,Drama,Dos Corazones,20,6.8,2012,Friday,June,Summer
4512,0.627024,58000000,50365377,Red Tails,Bryan Cranston,Anthony Hemingway,125,Drama,Twentieth Century Fox Film Corporation,125,6.1,2012,Thursday,January,Winter
4517,0.612153,1500000,1165882,The Lords of Salem,Sheri Moon Zombie,Rob Zombie,101,Horror,Alliance Films,120,4.7,2012,Monday,September,Fall
4519,0.6078560000000001,35000000,31083599,Premium Rush,Joseph Gordon-Levitt,David Koepp,91,Crime,Pariah Entertainment Group,592,6.1,2012,Friday,August,Summer
4520,0.604625,3000000,11947954,Bachelorette,Kirsten Dunst,Leslye Headland,87,Comedy,Gary Sanchez Productions,288,5.3,2012,Monday,August,Summer
4530,0.5807760000000001,6000000,13231461,The Words,Bradley Cooper,Brian Klugman|Lee Sternthal,96,Drama,Serenade Films,234,6.3,2012,Friday,September,Fall
4536,0.552288,25000000,8784318,On the Road,Kristen Stewart,Walter Salles,137,Adventure,American Zoetrope,205,5.6,2012,Tuesday,May,Spring
4560,0.491648,1000000,101758490,The Devil Inside,Fernanda Andrade,William Brent Bell,83,Thriller,Room 101,162,4.5,2012,Friday,January,Winter
4573,0.468552,2000000,14400000,Hit & Run,Kristen Bell,David Palmer|Dax Shepard,100,Action,Primate Pictures,175,5.4,2012,Wednesday,August,Summer
4581,0.452064,12000000,66351,Deadfall,Eric Bana,Stefan Ruzowitzky,95,Crime,StudioCanal,138,5.5,2012,Thursday,November,Fall
4594,0.430256,1800000,21107746,Beasts of the Southern Wild,QuvenzhanÃ© Wallis,Benh Zeitlin,93,Drama,Journeyman Pictures,262,6.6,2012,Friday,June,Summer
4614,0.398497,17000000,9627492,The Apparition,Ashley Greene,Todd Lincoln ,82,Horror,StudioCanal,76,4.4,2012,Thursday,August,Summer
4628,0.380291,2500000,3325038,Robot & Frank,Frank Langella,Jake Schreier,85,Science Fiction,Samuel Goldwyn Films,307,6.7,2012,Thursday,August,Summer
4635,0.359578,20500000,6063556,Cosmopolis,Robert Pattinson,David Cronenberg,109,Drama,France 2 CinÃ©ma,191,4.8,2012,Friday,May,Spring
4715,0.26062399999999997,65000000,240159255,Resident Evil: Retribution,Milla Jovovich,Paul W.S. Anderson,95,Action,Davis-Films,1152,5.6,2012,Wednesday,September,Fall
4859,0.111351,65000000,73706,Foodfight!,Charlie Sheen,Lawrence Kasanoff,87,Animation,Threshold Entertainment,12,2.2,2012,Friday,June,Summer
4903,0.050524,12000000,32726956,Katy Perry: Part of Me,Katy Perry,Dan Cutforth|Jane Lipsitz,93,Documentary,Paramount Pictures,63,6.5,2012,Thursday,June,Summer
4949,7.122455,94000000,1118888979,The Lord of the Rings: The Return of the King,Elijah Wood,Peter Jackson,201,Adventure,WingNut Films,5636,7.9,2003,Monday,December,Winter
4950,6.887883,22000000,95708457,Underworld,Kate Beckinsale,Len Wiseman,121,Fantasy,Lakeshore Entertainment,1708,6.5,2003,Friday,September,Fall
4951,6.8640669999999995,140000000,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,Gore Verbinski,143,Adventure,Walt Disney Pictures,4223,7.3,2003,Wednesday,July,Summer
4952,6.174132,30000000,180949000,Kill Bill: Vol. 1,Uma Thurman,Quentin Tarantino,111,Action,Miramax Films,2932,7.6,2003,Friday,October,Fall
4955,3.440519,94000000,864625978,Finding Nemo,Albert Brooks,Andrew Stanton|Lee Unkrich,100,Animation,Walt Disney Pictures,3692,7.4,2003,Friday,May,Spring
4956,2.8995330000000004,80000000,484572835,Bruce Almighty,Jim Carrey,Tom Shadyac,101,Fantasy,Universal Pictures,1706,6.3,2003,Friday,May,Spring
4957,2.793616,40000000,244931766,Love Actually,Bill Nighy,Richard Curtis,135,Comedy,DNA Films,1251,6.9,2003,Sunday,September,Fall
4962,2.394195,78000000,179179718,Daredevil,Ben Affleck,Mark Steven Johnson,103,Fantasy,Twentieth Century Fox Film Corporation,881,4.9,2003,Friday,February,Winter
4965,1.798132,60000000,176070171,The Italian Job,Mark Wahlberg,F. Gary Gray,111,Thriller,Paramount Pictures,1295,6.6,2003,Friday,May,Spring
4968,1.7030299999999898,23000000,76488889,Bad Santa,Billy Bob Thornton,Terry Zwigoff,91,Drama,Columbia Pictures,353,6.2,2003,Tuesday,November,Fall
4974,1.626534,36000000,44350926,A Man Apart,Vin Diesel,F. Gary Gray,109,Action,New Line Cinema,152,5.7,2003,Friday,April,Spring
4975,1.6227040000000001,35000000,131282949,The School of Rock,Jack Black,Richard Linklater,108,Comedy,Paramount Pictures,767,6.6,2003,Friday,October,Fall
4981,1.491266,150000000,212011111,Master and Commander: The Far Side of the World,Russell Crowe,Peter Weir,138,Adventure,Universal Pictures,434,6.6,2003,Friday,November,Fall
